[run number],Subsidy,Moving_Cost_Multiplier,[step],OBJECTIVE
3,0.03,1,34,1.35E+08
4,0.04,1,34,1.72E+08
1,0.01,1,35,5.97E+07
2,0.02,1,35,9.74E+07
7,0.07,1,33,2.85E+08
5,0.05,1,34,2.10E+08
8,0.08,1,33,3.22E+08
6,0.06,1,34,2.47E+08
10,0.1,1,33,3.97E+08
11,0.11,1,33,4.35E+08
9,0.09,1,33,3.60E+08
12,0.12,1,32,4.72E+08
13,0.13,1,32,5.10E+08
14,0.14,1,32,5.47E+08
15,0.15,1,32,5.85E+08
16,0.16,1,31,6.23E+08
17,0.17,1,31,6.60E+08
18,0.18,1,31,6.98E+08
19,0.19,1,31,7.37E+08
20,0.2,1,30,7.75E+08
21,0.21,1,30,8.13E+08
22,0.22,1,30,8.52E+08
23,0.23,1,30,8.91E+08
24,0.24,1,29,9.31E+08
25,0.25,1,29,9.70E+08
26,0.26,1,29,1.01E+09
27,0.27,1,29,1.05E+09
28,0.28,1,29,1.09E+09
29,0.29,1,28,1.13E+09
31,0.31,1,28,1.21E+09
30,0.3,1,28,1.17E+09
32,0.32,1,28,1.25E+09
33,0.33,1,27,1.29E+09
34,0.34,1,27,1.32E+09
35,0.35,1,27,1.36E+09
36,0.36,1,27,1.40E+09
37,0.37,1,26,1.44E+09
39,0.39,1,26,1.52E+09
38,0.38,1,26,1.48E+09
40,0.4,1,26,1.56E+09
41,0.41,1,25,1.60E+09
42,0.42,1,25,1.64E+09
43,0.43,1,25,1.67E+09
44,0.44,1,25,1.71E+09
45,0.45,1,24,1.75E+09
46,0.46,1,24,1.79E+09
47,0.47,1,24,1.83E+09
48,0.48,1,23,1.87E+09
49,0.49,1,23,1.91E+09
50,0.5,1,23,1.95E+09
51,0.51,1,23,1.99E+09
52,0.52,1,22,2.02E+09
53,0.53,1,22,2.06E+09
54,0.54,1,22,2.10E+09
55,0.55,1,21,2.14E+09
56,0.56,1,21,2.18E+09
57,0.57,1,21,2.22E+09
59,0.59,1,20,2.30E+09
58,0.58,1,21,2.26E+09
60,0.6,1,20,2.34E+09
61,0.61,1,20,2.38E+09
62,0.62,1,19,2.41E+09
63,0.63,1,19,2.45E+09
64,0.64,1,19,2.49E+09
65,0.65,1,18,2.53E+09
66,0.66,1,18,2.57E+09
67,0.67,1,18,2.61E+09
68,0.68,1,17,2.65E+09
69,0.69,1,17,2.69E+09
71,0.71,1,16,2.77E+09
70,0.7,1,17,2.73E+09
72,0.72,1,16,2.81E+09
73,0.73,1,16,2.84E+09
74,0.74,1,15,2.88E+09
75,0.75,1,15,2.92E+09
76,0.76,1,14,2.96E+09
77,0.77,1,14,3.00E+09
78,0.78,1,14,3.04E+09
80,0.8,1,13,3.12E+09
79,0.79,1,13,3.08E+09
81,0.81,1,12,3.16E+09
82,0.82,1,12,3.20E+09
84,0.84,1,11,3.28E+09
83,0.83,1,12,3.24E+09
85,0.85,1,11,3.32E+09
86,0.86,1,10,3.36E+09
87,0.87,1,10,3.39E+09
88,0.88,1,9,3.43E+09
89,0.89,1,9,3.47E+09
90,0.9,1,8,3.51E+09
92,0.92,1,7,3.59E+09
91,0.91,1,7,3.55E+09
93,0.93,1,6,3.63E+09
94,0.94,1,5,3.67E+09
96,0.96,1,4,3.75E+09
95,0.95,1,5,3.71E+09
97,0.97,1,3,3.78E+09
99,0.99,1,1,3862895850
100,1,1,1,3901915000
98,0.98,1,2,3.82E+09
101,0.01,2,53,1.66E+08
104,0.04,2,53,2.69E+08
103,0.03,2,53,2.35E+08
102,0.02,2,53,2.01E+08
105,0.05,2,53,3.03E+08
106,0.06,2,52,3.37E+08
107,0.07,2,52,3.72E+08
108,0.08,2,52,4.07E+08
109,0.09,2,52,4.40E+08
110,0.1,2,52,4.75E+08
111,0.11,2,52,5.09E+08
112,0.12,2,52,5.44E+08
113,0.13,2,51,5.79E+08
114,0.14,2,51,6.13E+08
115,0.15,2,51,6.48E+08
116,0.16,2,51,6.83E+08
117,0.17,2,51,7.18E+08
118,0.18,2,51,7.53E+08
119,0.19,2,50,7.88E+08
120,0.2,2,50,8.23E+08
121,0.21,2,50,8.57E+08
122,0.22,2,50,8.92E+08
124,0.24,2,50,9.61E+08
123,0.23,2,50,9.27E+08
125,0.25,2,49,9.97E+08
126,0.26,2,49,1.03E+09
127,0.27,2,49,1.07E+09
128,0.28,2,49,1.10E+09
129,0.29,2,49,1.14E+09
130,0.3,2,49,1.17E+09
131,0.31,2,48,1.21E+09
132,0.32,2,48,1.25E+09
133,0.33,2,48,1.28E+09
134,0.34,2,48,1.32E+09
135,0.35,2,48,1.35E+09
136,0.36,2,48,1.39E+09
137,0.37,2,47,1.43E+09
138,0.38,2,47,1.46E+09
139,0.39,2,47,1.50E+09
140,0.4,2,47,1.53E+09
141,0.41,2,47,1.57E+09
142,0.42,2,47,1.61E+09
143,0.43,2,46,1.64E+09
144,0.44,2,46,1.68E+09
145,0.45,2,46,1.72E+09
146,0.46,2,46,1.75E+09
147,0.47,2,46,1.79E+09
148,0.48,2,45,1.82E+09
149,0.49,2,45,1.86E+09
150,0.5,2,45,1.90E+09
151,0.51,2,45,1.94E+09
152,0.52,2,45,1.97E+09
153,0.53,2,45,2.01E+09
154,0.54,2,44,2.05E+09
155,0.55,2,44,2.08E+09
156,0.56,2,44,2.12E+09
157,0.57,2,44,2.16E+09
158,0.58,2,44,2.19E+09
159,0.59,2,43,2.23E+09
160,0.6,2,43,2.27E+09
161,0.61,2,43,2.30E+09
162,0.62,2,43,2.34E+09
163,0.63,2,43,2.38E+09
164,0.64,2,42,2.41E+09
165,0.65,2,42,2.45E+09
166,0.66,2,42,2.49E+09
169,0.69,2,41,2.60E+09
168,0.68,2,42,2.56E+09
167,0.67,2,42,2.52E+09
170,0.7,2,41,2.63E+09
171,0.71,2,41,2.67E+09
172,0.72,2,41,2.71E+09
173,0.73,2,41,2.75E+09
174,0.74,2,40,2.78E+09
175,0.75,2,40,2.82E+09
177,0.77,2,40,2.90E+09
176,0.76,2,40,2.86E+09
178,0.78,2,40,2.93E+09
179,0.79,2,39,2.97E+09
180,0.8,2,39,3.01E+09
181,0.81,2,39,3.05E+09
182,0.82,2,39,3.09E+09
183,0.83,2,39,3.13E+09
184,0.84,2,38,3.17E+09
185,0.85,2,38,3.21E+09
186,0.86,2,38,3.25E+09
187,0.87,2,38,3.29E+09
188,0.88,2,38,3.33E+09
189,0.89,2,37,3.37E+09
190,0.9,2,37,3.41E+09
191,0.91,2,37,3.45E+09
193,0.93,2,36,3.53E+09
192,0.92,2,37,3.49E+09
194,0.94,2,36,3.57E+09
195,0.95,2,36,3.61E+09
196,0.96,2,36,3.65E+09
197,0.97,2,36,3.69E+09
198,0.98,2,35,3.73E+09
199,0.99,2,35,3.77E+09
200,1,2,35,3.81E+09
201,0.01,3,66,4.18E+08
202,0.02,3,66,4.49E+08
203,0.03,3,65,4.79E+08
204,0.04,3,65,5.10E+08
205,0.05,3,65,5.40E+08
206,0.06,3,65,5.72E+08
207,0.07,3,65,6.03E+08
208,0.08,3,65,6.35E+08
209,0.09,3,65,6.64E+08
210,0.1,3,65,6.96E+08
211,0.11,3,65,7.27E+08
212,0.12,3,64,7.58E+08
213,0.13,3,64,7.89E+08
214,0.14,3,64,8.20E+08
215,0.15,3,64,8.51E+08
216,0.16,3,64,8.83E+08
217,0.17,3,64,9.14E+08
218,0.18,3,64,9.46E+08
219,0.19,3,64,9.78E+08
220,0.2,3,64,1.01E+09
221,0.21,3,63,1.04E+09
222,0.22,3,63,1.07E+09
223,0.23,3,63,1.10E+09
224,0.24,3,63,1.14E+09
226,0.26,3,63,1.20E+09
225,0.25,3,63,1.17E+09
227,0.27,3,63,1.23E+09
228,0.28,3,63,1.26E+09
229,0.29,3,62,1.30E+09
230,0.3,3,62,1.33E+09
231,0.31,3,62,1.36E+09
232,0.32,3,62,1.39E+09
233,0.33,3,62,1.42E+09
234,0.34,3,62,1.46E+09
235,0.35,3,62,1.49E+09
236,0.36,3,62,1.52E+09
237,0.37,3,62,1.55E+09
238,0.38,3,61,1.58E+09
239,0.39,3,61,1.62E+09
240,0.4,3,61,1.65E+09
241,0.41,3,61,1.68E+09
242,0.42,3,61,1.71E+09
243,0.43,3,61,1.75E+09
244,0.44,3,61,1.78E+09
245,0.45,3,61,1.81E+09
246,0.46,3,60,1.84E+09
247,0.47,3,60,1.88E+09
248,0.48,3,60,1.91E+09
249,0.49,3,60,1.94E+09
251,0.51,3,60,2.01E+09
250,0.5,3,60,1.97E+09
252,0.52,3,60,2.04E+09
253,0.53,3,60,2.07E+09
254,0.54,3,60,2.11E+09
255,0.55,3,59,2.14E+09
256,0.56,3,59,2.18E+09
257,0.57,3,59,2.21E+09
258,0.58,3,59,2.24E+09
259,0.59,3,59,2.28E+09
260,0.6,3,59,2.31E+09
261,0.61,3,59,2.34E+09
262,0.62,3,59,2.38E+09
263,0.63,3,58,2.41E+09
264,0.64,3,58,2.44E+09
265,0.65,3,58,2.48E+09
266,0.66,3,58,2.51E+09
267,0.67,3,58,2.54E+09
268,0.68,3,58,2.58E+09
269,0.69,3,58,2.61E+09
270,0.7,3,57,2.65E+09
271,0.71,3,57,2.68E+09
272,0.72,3,57,2.72E+09
273,0.73,3,57,2.75E+09
274,0.74,3,57,2.78E+09
275,0.75,3,57,2.82E+09
276,0.76,3,57,2.85E+09
277,0.77,3,57,2.89E+09
278,0.78,3,56,2.92E+09
279,0.79,3,56,2.96E+09
280,0.8,3,56,2.99E+09
281,0.81,3,56,3.03E+09
282,0.82,3,56,3.06E+09
283,0.83,3,56,3.10E+09
284,0.84,3,56,3.13E+09
285,0.85,3,55,3.17E+09
286,0.86,3,55,3.20E+09
287,0.87,3,55,3.24E+09
288,0.88,3,55,3.27E+09
289,0.89,3,55,3.31E+09
290,0.9,3,55,3.34E+09
291,0.91,3,55,3.38E+09
292,0.92,3,54,3.42E+09
293,0.93,3,54,3.45E+09
294,0.94,3,54,3.49E+09
295,0.95,3,54,3.52E+09
296,0.96,3,54,3.56E+09
297,0.97,3,54,3.59E+09
298,0.98,3,54,3.63E+09
299,0.99,3,53,3.67E+09
300,1,3,53,3.70E+09
301,0.01,4,75,9.20E+08
302,0.02,4,75,9.46E+08
303,0.03,4,75,9.74E+08
304,0.04,4,75,1.00E+09
305,0.05,4,75,1.03E+09
306,0.06,4,75,1.05E+09
307,0.07,4,75,1.08E+09
308,0.08,4,75,1.10E+09
309,0.09,4,75,1.13E+09
310,0.1,4,75,1.16E+09
311,0.11,4,75,1.19E+09
312,0.12,4,74,1.21E+09
313,0.13,4,74,1.24E+09
314,0.14,4,74,1.27E+09
315,0.15,4,74,1.29E+09
316,0.16,4,74,1.32E+09
317,0.17,4,74,1.34E+09
318,0.18,4,74,1.37E+09
319,0.19,4,74,1.40E+09
320,0.2,4,74,1.42E+09
321,0.21,4,74,1.45E+09
322,0.22,4,74,1.48E+09
323,0.23,4,73,1.50E+09
324,0.24,4,73,1.53E+09
325,0.25,4,73,1.56E+09
326,0.26,4,73,1.58E+09
327,0.27,4,73,1.61E+09
328,0.28,4,73,1.64E+09
329,0.29,4,73,1.66E+09
330,0.3,4,73,1.69E+09
331,0.31,4,73,1.72E+09
332,0.32,4,73,1.74E+09
333,0.33,4,73,1.77E+09
334,0.34,4,72,1.80E+09
335,0.35,4,72,1.83E+09
336,0.36,4,72,1.86E+09
337,0.37,4,72,1.88E+09
338,0.38,4,72,1.91E+09
339,0.39,4,72,1.94E+09
340,0.4,4,72,1.97E+09
341,0.41,4,72,2.00E+09
342,0.42,4,72,2.03E+09
343,0.43,4,72,2.06E+09
344,0.44,4,71,2.09E+09
345,0.45,4,71,2.11E+09
346,0.46,4,71,2.14E+09
347,0.47,4,71,2.17E+09
348,0.48,4,71,2.20E+09
349,0.49,4,71,2.23E+09
350,0.5,4,71,2.26E+09
351,0.51,4,71,2.29E+09
352,0.52,4,71,2.32E+09
353,0.53,4,71,2.35E+09
354,0.54,4,70,2.38E+09
355,0.55,4,70,2.41E+09
356,0.56,4,70,2.44E+09
357,0.57,4,70,2.47E+09
358,0.58,4,70,2.49E+09
359,0.59,4,70,2.53E+09
360,0.6,4,70,2.55E+09
361,0.61,4,70,2.58E+09
362,0.62,4,70,2.61E+09
363,0.63,4,70,2.64E+09
364,0.64,4,69,2.67E+09
365,0.65,4,69,2.70E+09
366,0.66,4,69,2.73E+09
367,0.67,4,69,2.76E+09
368,0.68,4,69,2.79E+09
369,0.69,4,69,2.82E+09
370,0.7,4,69,2.85E+09
371,0.71,4,69,2.88E+09
372,0.72,4,69,2.91E+09
373,0.73,4,69,2.94E+09
374,0.74,4,68,2.97E+09
375,0.75,4,68,3.00E+09
377,0.77,4,68,3.07E+09
376,0.76,4,68,3.04E+09
378,0.78,4,68,3.10E+09
379,0.79,4,68,3.13E+09
380,0.8,4,68,3.16E+09
381,0.81,4,68,3.19E+09
382,0.82,4,68,3.22E+09
383,0.83,4,68,3.25E+09
384,0.84,4,67,3.28E+09
385,0.85,4,67,3.31E+09
386,0.86,4,67,3.34E+09
387,0.87,4,67,3.37E+09
388,0.88,4,67,3.40E+09
390,0.9,4,67,3.47E+09
389,0.89,4,67,3.43E+09
391,0.91,4,67,3.50E+09
392,0.92,4,67,3.53E+09
393,0.93,4,66,3.56E+09
394,0.94,4,66,3.59E+09
395,0.95,4,66,3.62E+09
396,0.96,4,66,3.65E+09
397,0.97,4,66,3.69E+09
398,0.98,4,66,3.72E+09
399,0.99,4,66,3.75E+09
400,1,4,66,3.78E+09
401,0.01,5,84,1.82E+09
402,0.02,5,84,1.84E+09
403,0.03,5,84,1.86E+09
404,0.04,5,84,1.88E+09
405,0.05,5,84,1.90E+09
406,0.06,5,84,1.92E+09
407,0.07,5,84,1.93E+09
408,0.08,5,84,1.95E+09
409,0.09,5,84,1.97E+09
410,0.1,5,84,2.00E+09
411,0.11,5,83,2.02E+09
412,0.12,5,83,2.04E+09
413,0.13,5,83,2.06E+09
414,0.14,5,83,2.07E+09
415,0.15,5,83,2.09E+09
416,0.16,5,83,2.12E+09
417,0.17,5,83,2.14E+09
418,0.18,5,83,2.16E+09
419,0.19,5,83,2.18E+09
420,0.2,5,83,2.20E+09
421,0.21,5,83,2.22E+09
422,0.22,5,82,2.25E+09
423,0.23,5,82,2.27E+09
424,0.24,5,82,2.29E+09
425,0.25,5,82,2.31E+09
426,0.26,5,82,2.34E+09
427,0.27,5,82,2.36E+09
428,0.28,5,82,2.38E+09
429,0.29,5,82,2.40E+09
430,0.3,5,82,2.42E+09
431,0.31,5,82,2.45E+09
432,0.32,5,82,2.47E+09
433,0.33,5,82,2.49E+09
434,0.34,5,81,2.51E+09
435,0.35,5,81,2.54E+09
436,0.36,5,81,2.55E+09
437,0.37,5,81,2.58E+09
438,0.38,5,81,2.60E+09
439,0.39,5,81,2.63E+09
440,0.4,5,81,2.65E+09
441,0.41,5,81,2.67E+09
442,0.42,5,81,2.69E+09
443,0.43,5,81,2.72E+09
444,0.44,5,81,2.74E+09
445,0.45,5,80,2.76E+09
446,0.46,5,80,2.78E+09
447,0.47,5,80,2.81E+09
448,0.48,5,80,2.83E+09
449,0.49,5,80,2.85E+09
450,0.5,5,80,2.88E+09
451,0.51,5,80,2.90E+09
452,0.52,5,80,2.92E+09
453,0.53,5,80,2.95E+09
454,0.54,5,80,2.97E+09
455,0.55,5,80,2.99E+09
456,0.56,5,80,3.02E+09
457,0.57,5,79,3.04E+09
458,0.58,5,79,3.07E+09
459,0.59,5,79,3.09E+09
460,0.6,5,79,3.12E+09
461,0.61,5,79,3.14E+09
462,0.62,5,79,3.17E+09
464,0.64,5,79,3.21E+09
463,0.63,5,79,3.19E+09
465,0.65,5,79,3.24E+09
466,0.66,5,79,3.26E+09
467,0.67,5,79,3.29E+09
468,0.68,5,78,3.31E+09
469,0.69,5,78,3.33E+09
470,0.7,5,78,3.36E+09
471,0.71,5,78,3.38E+09
472,0.72,5,78,3.40E+09
473,0.73,5,78,3.43E+09
474,0.74,5,78,3.46E+09
475,0.75,5,78,3.48E+09
476,0.76,5,78,3.51E+09
477,0.77,5,78,3.53E+09
478,0.78,5,78,3.56E+09
479,0.79,5,77,3.58E+09
480,0.8,5,77,3.61E+09
481,0.81,5,77,3.63E+09
482,0.82,5,77,3.66E+09
483,0.83,5,77,3.69E+09
484,0.84,5,77,3.71E+09
485,0.85,5,77,3.74E+09
486,0.86,5,77,3.77E+09
487,0.87,5,77,3.79E+09
488,0.88,5,77,3.82E+09
489,0.89,5,77,3.84E+09
490,0.9,5,76,3.87E+09
491,0.91,5,76,3.89E+09
492,0.92,5,76,3.92E+09
493,0.93,5,76,3.95E+09
494,0.94,5,76,3.98E+09
495,0.95,5,76,4.00E+09
496,0.96,5,76,4.03E+09
497,0.97,5,76,4.06E+09
498,0.98,5,76,4.08E+09
499,0.99,5,76,4.11E+09
500,1,5,76,4.14E+09
501,0.01,6,93,3.35E+09
502,0.02,6,93,3.36E+09
503,0.03,6,93,3.37E+09
504,0.04,6,93,3.38E+09
505,0.05,6,93,3.39E+09
506,0.06,6,93,3.41E+09
507,0.07,6,93,3.42E+09
508,0.08,6,93,3.43E+09
509,0.09,6,93,3.44E+09
510,0.1,6,92,3.45E+09
511,0.11,6,92,3.46E+09
512,0.12,6,92,3.48E+09
513,0.13,6,92,3.49E+09
514,0.14,6,92,3.50E+09
515,0.15,6,92,3.51E+09
516,0.16,6,92,3.52E+09
517,0.17,6,92,3.53E+09
518,0.18,6,92,3.55E+09
519,0.19,6,92,3.56E+09
520,0.2,6,91,3.57E+09
521,0.21,6,91,3.58E+09
522,0.22,6,91,3.59E+09
523,0.23,6,91,3.60E+09
524,0.24,6,91,3.62E+09
525,0.25,6,91,3.63E+09
526,0.26,6,91,3.65E+09
527,0.27,6,91,3.66E+09
528,0.28,6,91,3.68E+09
529,0.29,6,91,3.69E+09
530,0.3,6,91,3.70E+09
531,0.31,6,90,3.72E+09
532,0.32,6,90,3.73E+09
533,0.33,6,90,3.75E+09
534,0.34,6,90,3.76E+09
535,0.35,6,90,3.77E+09
536,0.36,6,90,3.79E+09
537,0.37,6,90,3.80E+09
538,0.38,6,90,3.81E+09
539,0.39,6,90,3.83E+09
540,0.4,6,90,3.84E+09
541,0.41,6,90,3.85E+09
542,0.42,6,89,3.87E+09
543,0.43,6,89,3.89E+09
544,0.44,6,89,3.91E+09
545,0.45,6,89,3.93E+09
546,0.46,6,89,3.94E+09
547,0.47,6,89,3.95E+09
548,0.48,6,89,3.97E+09
549,0.49,6,89,3.98E+09
550,0.5,6,89,4.00E+09
551,0.51,6,89,4.02E+09
552,0.52,6,89,4.04E+09
553,0.53,6,88,4.05E+09
554,0.54,6,88,4.07E+09
555,0.55,6,88,4.08E+09
556,0.56,6,88,4.10E+09
557,0.57,6,88,4.12E+09
558,0.58,6,88,4.14E+09
559,0.59,6,88,4.15E+09
560,0.6,6,88,4.17E+09
561,0.61,6,88,4.19E+09
562,0.62,6,88,4.21E+09
563,0.63,6,88,4.22E+09
564,0.64,6,87,4.24E+09
565,0.65,6,87,4.25E+09
566,0.66,6,87,4.27E+09
567,0.67,6,87,4.30E+09
568,0.68,6,87,4.31E+09
569,0.69,6,87,4.33E+09
570,0.7,6,87,4.34E+09
571,0.71,6,87,4.36E+09
572,0.72,6,87,4.38E+09
573,0.73,6,87,4.40E+09
574,0.74,6,87,4.41E+09
575,0.75,6,87,4.43E+09
576,0.76,6,86,4.45E+09
577,0.77,6,86,4.47E+09
578,0.78,6,86,4.49E+09
579,0.79,6,86,4.51E+09
580,0.8,6,86,4.53E+09
581,0.81,6,86,4.55E+09
582,0.82,6,86,4.57E+09
583,0.83,6,86,4.59E+09
584,0.84,6,86,4.60E+09
585,0.85,6,86,4.63E+09
587,0.87,6,85,4.66E+09
586,0.86,6,86,4.64E+09
588,0.88,6,85,4.68E+09
589,0.89,6,85,4.71E+09
590,0.9,6,85,4.72E+09
591,0.91,6,85,4.74E+09
592,0.92,6,85,4.76E+09
593,0.93,6,85,4.78E+09
594,0.94,6,85,4.80E+09
595,0.95,6,85,4.82E+09
596,0.96,6,85,4.84E+09
597,0.97,6,85,4.86E+09
598,0.98,6,85,4.88E+09
599,0.99,6,84,4.90E+09
600,1,6,84,4.92E+09
601,0.01,7,101,5.70E+09
602,0.02,7,101,5.71E+09
603,0.03,7,101,5.72E+09
604,0.04,7,101,5.72E+09
605,0.05,7,101,5.73E+09
606,0.06,7,101,5.73E+09
607,0.07,7,101,5.73E+09
608,0.08,7,101,5.73E+09
609,0.09,7,101,5.72E+09
610,0.1,7,101,5.72E+09
611,0.11,7,101,5.74E+09
612,0.12,7,101,5.74E+09
613,0.13,7,101,5.74E+09
614,0.14,7,101,5.75E+09
615,0.15,7,101,5.74E+09
616,0.16,7,101,5.75E+09
617,0.17,7,101,5.75E+09
618,0.18,7,101,5.75E+09
619,0.19,7,101,5.75E+09
620,0.2,7,101,5.75E+09
621,0.21,7,101,5.75E+09
622,0.22,7,101,5.75E+09
623,0.23,7,101,5.76E+09
624,0.24,7,101,5.76E+09
625,0.25,7,101,5.76E+09
626,0.26,7,101,5.77E+09
627,0.27,7,101,5.77E+09
628,0.28,7,101,5.78E+09
629,0.29,7,101,5.78E+09
630,0.3,7,101,5.79E+09
631,0.31,7,101,5.79E+09
632,0.32,7,101,5.79E+09
633,0.33,7,101,5.79E+09
634,0.34,7,101,5.79E+09
635,0.35,7,101,5.79E+09
636,0.36,7,101,5.80E+09
637,0.37,7,101,5.81E+09
638,0.38,7,101,5.81E+09
639,0.39,7,101,5.81E+09
640,0.4,7,101,5.82E+09
641,0.41,7,101,5.83E+09
642,0.42,7,101,5.83E+09
643,0.43,7,101,5.83E+09
644,0.44,7,101,5.84E+09
645,0.45,7,101,5.85E+09
646,0.46,7,101,5.85E+09
647,0.47,7,101,5.86E+09
648,0.48,7,101,5.86E+09
649,0.49,7,101,5.87E+09
650,0.5,7,101,5.86E+09
651,0.51,7,101,5.88E+09
652,0.52,7,101,5.88E+09
653,0.53,7,101,5.89E+09
654,0.54,7,101,5.90E+09
655,0.55,7,101,5.90E+09
656,0.56,7,101,5.91E+09
657,0.57,7,100,5.93E+09
658,0.58,7,100,5.93E+09
659,0.59,7,99,5.93E+09
660,0.6,7,99,5.95E+09
661,0.61,7,99,5.96E+09
662,0.62,7,99,5.96E+09
663,0.63,7,98,5.97E+09
664,0.64,7,98,5.98E+09
665,0.65,7,98,5.99E+09
666,0.66,7,98,6.00E+09
667,0.67,7,98,6.01E+09
668,0.68,7,97,6.01E+09
669,0.69,7,97,6.02E+09
670,0.7,7,97,6.02E+09
671,0.71,7,97,6.04E+09
672,0.72,7,97,6.04E+09
673,0.73,7,97,6.05E+09
674,0.74,7,97,6.07E+09
675,0.75,7,96,6.07E+09
676,0.76,7,96,6.08E+09
677,0.77,7,96,6.09E+09
678,0.78,7,96,6.10E+09
679,0.79,7,96,6.11E+09
680,0.8,7,96,6.12E+09
681,0.81,7,96,6.12E+09
682,0.82,7,95,6.13E+09
683,0.83,7,95,6.14E+09
684,0.84,7,95,6.15E+09
685,0.85,7,95,6.16E+09
686,0.86,7,95,6.17E+09
687,0.87,7,95,6.18E+09
688,0.88,7,95,6.19E+09
689,0.89,7,95,6.20E+09
690,0.9,7,95,6.22E+09
691,0.91,7,94,6.23E+09
692,0.92,7,94,6.24E+09
693,0.93,7,94,6.26E+09
694,0.94,7,94,6.27E+09
695,0.95,7,94,6.28E+09
696,0.96,7,94,6.29E+09
697,0.97,7,94,6.30E+09
698,0.98,7,94,6.31E+09
699,0.99,7,94,6.32E+09
700,1,7,93,6.34E+09
701,0.01,8,101,9.27E+09
702,0.02,8,101,9.26E+09
703,0.03,8,101,9.24E+09
704,0.04,8,101,9.22E+09
705,0.05,8,101,9.21E+09
706,0.06,8,101,9.20E+09
707,0.07,8,101,9.18E+09
708,0.08,8,101,9.15E+09
709,0.09,8,101,9.15E+09
710,0.1,8,101,9.13E+09
711,0.11,8,101,9.10E+09
712,0.12,8,101,9.10E+09
713,0.13,8,101,9.08E+09
